/home/slee/miniconda3/bin/python /home/slee/Desktop/code/mir-hw2/q3.py
floats only print 4.4f



tempo / 2 :


Cha Cha
id =  489 : gt = 124 , t1 = 127.8876 , t2 = 128.5401 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  111 : gt = 204 , t1 = 105.0081 , t2 = 105.6563 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  112 : gt = 204 , t1 =  27.8725 , t2 =  39.5401 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  113 : gt = 204 , t1 =  28.5207 , t2 = 104.3599 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  114 : gt = 200 , t1 = 103.0635 , t2 = 103.7117 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  115 : gt = 204 , t1 = 105.6563 , t2 = 106.3045 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  116 : gt = 200 , t1 = 103.0635 , t2 = 103.7117 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  117 : gt = 204 , t1 = 104.3599 , t2 = 105.0081 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  118 : gt = 204 , t1 = 105.6563 , t2 = 106.3045 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  119 : gt = 204 , t1 = 105.0081 , t2 = 106.9527 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  120 : gt = 204 , t1 = 104.3599 , t2 = 105.0081 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  121 : gt = 200 , t1 = 103.7117 , t2 = 105.0081 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  122 : gt = 208 , t1 =  27.8725 , t2 =  53.8004 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  123 : gt = 200 , t1 = 102.4153 , t2 = 105.0081 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  124 : gt = 200 , t1 = 103.0635 , t2 = 103.7117 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  125 : gt = 204 , t1 = 105.0081 , t2 = 105.6563 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  126 : gt = 208 , t1 = 106.9527 , t2 = 107.6009 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  127 : gt = 200 , t1 = 101.7671 , t2 = 102.4153 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  128 : gt = 200 , t1 = 102.4153 , t2 = 103.0635 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  129 : gt = 200 , t1 = 101.7671 , t2 = 102.4153 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  130 : gt = 204 , t1 =  28.5207 , t2 =  52.5040 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  131 : gt = 200 , t1 = 102.4153 , t2 = 104.3599 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  132 : gt = 204 , t1 = 103.7117 , t2 = 105.0081 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  133 : gt = 204 , t1 = 105.0081 , t2 = 105.6563 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  134 : gt = 204 , t1 = 105.0081 , t2 = 105.6563 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  135 : gt = 204 , t1 = 105.0081 , t2 = 105.6563 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  136 : gt = 204 , t1 = 105.0081 , t2 = 105.6563 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  137 : gt = 204 , t1 = 104.3599 , t2 = 105.0081 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  138 : gt = 204 , t1 =  27.8725 , t2 =  29.1689 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  139 : gt = 204 , t1 =  52.5040 , t2 = 105.0081 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  140 : gt = 204 , t1 =  66.1162 , t2 = 106.3045 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  141 : gt = 200 , t1 = 101.1189 , t2 = 101.7671 . avg.P-score = 0.0000 , ALOTC-score= 0  
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - P-score = 0.0000 alotc = 0.0000 

Rumba
id =  600 : gt = 104 , t1 = 106.9527 , t2 = 107.6009 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  601 : gt = 104 , t1 = 106.9527 , t2 = 107.6009 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  602 : gt = 104 , t1 = 106.9527 , t2 = 107.6009 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  603 : gt = 104 , t1 = 106.9527 , t2 = 107.6009 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  604 : gt = 104 , t1 = 106.9527 , t2 = 107.6009 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  605 : gt =  88 , t1 =  90.7477 , t2 =  91.3959 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  606 : gt =  92 , t1 =  27.8725 , t2 =  59.6342 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  607 : gt =  96 , t1 =  35.0027 , t2 =  37.5955 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  608 : gt = 100 , t1 = 102.4153 , t2 = 103.0635 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  609 : gt =  96 , t1 =  27.8725 , t2 =  28.5207 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  610 : gt = 100 , t1 =  28.5207 , t2 =  29.1689 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  611 : gt = 100 , t1 =  28.5207 , t2 = 103.0635 . avg.P-score = 0.5023 , ALOTC-score= 1 *
id =  612 : gt = 100 , t1 = 102.4153 , t2 = 103.7117 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  613 : gt =  84 , t1 =  28.5207 , t2 =  86.8585 . avg.P-score = 0.4993 , ALOTC-score= 1 *
id =  614 : gt = 100 , t1 = 101.1356 , t2 = 101.7881 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  615 : gt = 122 , t1 =  28.1466 , t2 = 124.3688 . avg.P-score = 0.4325 , ALOTC-score= 1 *
id =  616 : gt = 122 , t1 =  28.8012 , t2 = 124.3688 . avg.P-score = 0.2971 , ALOTC-score= 1 *
id =  617 : gt =  84 , t1 =  28.7095 , t2 =  86.7809 . avg.P-score = 0.5164 , ALOTC-score= 1 *
id =  618 : gt =  96 , t1 =  99.1782 , t2 =  99.8306 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  619 : gt =  96 , t1 =  99.1782 , t2 = 100.4831 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  620 : gt =  96 , t1 =  99.1782 , t2 =  99.8306 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  621 : gt = 108 , t1 =  97.9589 , t2 =  98.5992 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  622 : gt = 100 , t1 =  99.8797 , t2 = 101.1602 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  623 : gt =  88 , t1 =  28.1712 , t2 =  44.1775 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  624 : gt = 120 , t1 =  27.5309 , t2 =  90.9161 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  625 : gt = 120 , t1 =  87.0746 , t2 =  87.7148 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  626 : gt = 104 , t1 = 104.3981 , t2 = 107.6605 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  627 : gt = 104 , t1 = 107.0080 , t2 = 107.6605 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  628 : gt = 104 , t1 = 107.0080 , t2 = 107.6605 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  629 : gt = 104 , t1 =  54.1565 , t2 = 107.6605 . avg.P-score = 0.4125 , ALOTC-score= 1 *
id =  630 : gt = 104 , t1 = 107.0080 , t2 = 107.6605 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  631 : gt = 104 , t1 =  29.4558 , t2 = 108.0045 . avg.P-score = 0.3584 , ALOTC-score= 1 *
id =  632 : gt = 104 , t1 = 107.0080 , t2 = 107.6605 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  633 : gt = 104 , t1 = 101.7881 , t2 = 107.6605 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  634 : gt = 104 , t1 = 107.6605 , t2 = 108.3130 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  635 : gt = 104 , t1 = 107.6605 , t2 = 108.3130 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  636 : gt = 104 , t1 = 108.0045 , t2 = 108.6591 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  637 : gt = 104 , t1 = 107.6605 , t2 = 108.3130 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  638 : gt = 104 , t1 = 107.0080 , t2 = 107.6605 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  639 : gt = 104 , t1 = 107.6605 , t2 = 108.9655 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  640 : gt = 104 , t1 = 107.6605 , t2 = 108.3130 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  641 : gt = 104 , t1 = 104.5769 , t2 = 105.2146 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  642 : gt = 104 , t1 = 108.0045 , t2 = 108.6591 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  643 : gt =  96 , t1 =  99.8090 , t2 = 100.4656 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  644 : gt =  96 , t1 =  99.3469 , t2 = 100.0005 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  645 : gt = 100 , t1 = 103.2685 , t2 = 103.9221 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  646 : gt = 100 , t1 = 103.2685 , t2 = 103.9221 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  647 : gt = 100 , t1 = 103.0931 , t2 = 103.7456 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  648 : gt = 100 , t1 = 103.0931 , t2 = 103.7456 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  649 : gt = 100 , t1 = 103.7456 , t2 = 104.3981 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  650 : gt = 100 , t1 = 103.0931 , t2 = 103.7456 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  651 : gt = 115 , t1 = 113.9653 , t2 = 115.2458 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  652 : gt = 135 , t1 =  41.8927 , t2 =  70.6939 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  653 : gt = 122 , t1 =  31.3725 , t2 = 120.3678 . avg.P-score = 0.4227 , ALOTC-score= 1 *
id =  654 : gt = 120 , t1 =  28.1712 , t2 = 135.0937 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  655 : gt = 115 , t1 =  42.2568 , t2 = 113.9653 . avg.P-score = 0.5989 , ALOTC-score= 1 *
id =  656 : gt = 141 , t1 = 142.7767 , t2 = 143.4170 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  657 : gt = 130 , t1 = 129.5582 , t2 = 132.1111 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  658 : gt = 100 , t1 =  28.5207 , t2 = 103.0635 . avg.P-score = 0.4500 , ALOTC-score= 1 *
id =  659 : gt = 100 , t1 = 102.4153 , t2 = 103.0635 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  660 : gt = 100 , t1 = 103.0635 , t2 = 103.7117 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  661 : gt = 104 , t1 = 106.9527 , t2 = 107.6009 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  662 : gt = 100 , t1 = 101.7671 , t2 = 102.4153 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  663 : gt = 100 , t1 = 102.4153 , t2 = 103.0635 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  664 : gt = 104 , t1 =  28.5207 , t2 = 108.2491 . avg.P-score = 0.3933 , ALOTC-score= 1 *
id =  665 : gt =  76 , t1 =  77.1356 , t2 =  77.7838 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  666 : gt =  80 , t1 =  28.5207 , t2 =  29.8171 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  667 : gt =  96 , t1 =  36.2991 , t2 =  36.9473 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  668 : gt = 100 , t1 =  98.5261 , t2 =  99.1743 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  669 : gt = 100 , t1 = 103.0635 , t2 = 103.7117 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  670 : gt = 100 , t1 = 101.7671 , t2 = 102.4153 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  671 : gt =  76 , t1 =  28.5207 , t2 =  77.7838 . avg.P-score = 0.5198 , ALOTC-score= 1 *
id =  672 : gt = 100 , t1 =  27.8725 , t2 = 101.1189 . avg.P-score = 0.5017 , ALOTC-score= 1 *
id =  673 : gt = 100 , t1 =  27.8725 , t2 =  28.5207 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  674 : gt = 100 , t1 = 103.0635 , t2 = 103.7117 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  675 : gt = 100 , t1 = 103.0635 , t2 = 205.4788 . avg.P-score = 0.0241 , ALOTC-score= 1 *
id =  676 : gt =  76 , t1 =  28.5207 , t2 =  32.4099 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  677 : gt =  92 , t1 =  93.9887 , t2 =  94.6369 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  678 : gt =  88 , t1 =  27.8725 , t2 =  28.5207 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  679 : gt =  92 , t1 =  42.7811 , t2 =  43.4293 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  680 : gt = 100 , t1 = 103.0635 , t2 = 103.7117 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  681 : gt = 100 , t1 = 101.7671 , t2 = 102.4153 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  682 : gt =  96 , t1 =  98.5261 , t2 =  99.1743 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  683 : gt = 100 , t1 = 102.4153 , t2 = 103.0635 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  684 : gt = 100 , t1 = 102.4153 , t2 = 103.0635 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  685 : gt = 100 , t1 = 102.4153 , t2 = 103.0635 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  686 : gt =  96 , t1 =  99.1743 , t2 =  99.8225 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  687 : gt = 100 , t1 = 102.4153 , t2 = 103.0635 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  688 : gt = 100 , t1 = 102.4153 , t2 = 103.0635 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  689 : gt =  96 , t1 =  94.6369 , t2 =  98.5261 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  690 : gt =  92 , t1 =  92.6923 , t2 =  95.9333 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  691 : gt =  92 , t1 =  93.9887 , t2 =  95.2851 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  692 : gt =  92 , t1 =  27.8725 , t2 =  28.5207 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  693 : gt = 100 , t1 =  28.5207 , t2 = 103.0635 . avg.P-score = 0.5222 , ALOTC-score= 1 *
id =  694 : gt = 100 , t1 = 101.7671 , t2 = 103.0635 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  695 : gt =  76 , t1 =  77.1356 , t2 =  77.7838 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  696 : gt =  76 , t1 =  27.8725 , t2 =  77.7838 . avg.P-score = 0.4554 , ALOTC-score= 1 *
id =  697 : gt =  92 , t1 =  28.8114 , t2 =  44.1775 . avg.P-score = 0.0000 , ALOTC-score= 0  
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - P-score = 0.7235 alotc = 0.8163 

Samba
id =  403 : gt = 100 , t1 =  28.5207 , t2 = 206.1270 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  404 : gt = 100 , t1 =  63.5234 , t2 =  64.1716 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  405 : gt = 100 , t1 = 205.4788 , t2 = 206.1270 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  406 : gt = 100 , t1 =  28.5207 , t2 = 103.7117 . avg.P-score = 0.3984 , ALOTC-score= 1 *
id =  407 : gt = 100 , t1 = 204.8306 , t2 = 205.4788 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  408 : gt =  92 , t1 =  27.8725 , t2 =  28.5207 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  409 : gt = 100 , t1 = 103.7117 , t2 = 205.4788 . avg.P-score = 0.0424 , ALOTC-score= 1 *
id =  410 : gt = 102 , t1 =  79.0802 , t2 = 105.6563 . avg.P-score = 0.4775 , ALOTC-score= 1 *
id =  411 : gt = 104 , t1 = 106.9527 , t2 = 213.9054 . avg.P-score = 0.0645 , ALOTC-score= 1 *
id =  412 : gt =  88 , t1 = 182.1436 , t2 = 182.7918 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  413 : gt = 104 , t1 =  36.9473 , t2 =  53.1522 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  414 : gt = 104 , t1 =  28.5207 , t2 = 107.6009 . avg.P-score = 0.4919 , ALOTC-score= 1 *
id =  415 : gt = 102 , t1 =  53.1522 , t2 = 210.0162 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  416 : gt = 102 , t1 =  52.5040 , t2 = 211.3126 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  417 : gt =  68 , t1 =  63.5234 , t2 = 141.9554 . avg.P-score = 0.0368 , ALOTC-score= 1 *
id =  418 : gt = 102 , t1 = 209.3680 , t2 = 210.0162 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  419 : gt = 102 , t1 = 105.0081 , t2 = 105.6563 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  420 : gt = 102 , t1 = 209.3680 , t2 = 210.0162 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  421 : gt = 102 , t1 = 209.3680 , t2 = 210.0162 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  422 : gt =  96 , t1 =  49.9112 , t2 =  99.1743 . avg.P-score = 0.5367 , ALOTC-score= 1 *
id =  423 : gt = 102 , t1 = 105.0081 , t2 = 209.3680 . avg.P-score = 0.0373 , ALOTC-score= 1 *
id =  424 : gt = 100 , t1 = 204.8306 , t2 = 205.4788 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  425 : gt = 102 , t1 =  28.5207 , t2 =  29.1689 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  426 : gt = 100 , t1 = 204.8306 , t2 = 205.4788 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  427 : gt = 102 , t1 =  28.5207 , t2 =  62.2270 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  428 : gt = 102 , t1 = 209.3680 , t2 = 210.0162 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  429 : gt = 102 , t1 = 105.0081 , t2 = 105.6563 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  430 : gt = 100 , t1 = 103.0635 , t2 = 103.7117 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  431 : gt =  98 , t1 = 200.9414 , t2 = 201.5896 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  432 : gt = 102 , t1 = 206.7752 , t2 = 207.4234 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  433 : gt = 102 , t1 =  28.5207 , t2 = 104.3599 . avg.P-score = 0.4590 , ALOTC-score= 1 *
id =  434 : gt = 102 , t1 = 209.3680 , t2 = 210.0162 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  435 : gt = 100 , t1 = 101.7671 , t2 = 102.4153 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  436 : gt = 102 , t1 = 208.7198 , t2 = 209.3680 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  437 : gt = 100 , t1 = 204.1824 , t2 = 204.8306 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  438 : gt = 100 , t1 =  51.8558 , t2 = 205.4788 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  439 : gt = 102 , t1 = 105.0081 , t2 = 105.6563 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  440 : gt = 102 , t1 = 104.3599 , t2 = 105.0081 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  441 : gt =  88 , t1 =  44.0775 , t2 =  45.3739 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  442 : gt = 100 , t1 = 205.4788 , t2 = 206.1270 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  443 : gt = 100 , t1 = 205.4788 , t2 = 206.1270 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  444 : gt = 100 , t1 = 205.4788 , t2 = 206.1270 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  445 : gt = 100 , t1 = 205.4788 , t2 = 206.1270 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  446 : gt = 100 , t1 = 205.4788 , t2 = 206.1270 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  447 : gt = 102 , t1 = 104.3599 , t2 = 105.0081 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  448 : gt = 102 , t1 = 209.3680 , t2 = 210.0162 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  449 : gt = 102 , t1 = 104.3599 , t2 = 105.0081 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  450 : gt =  96 , t1 =  49.9112 , t2 = 197.7004 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  451 : gt = 100 , t1 = 103.7117 , t2 = 205.4788 . avg.P-score = 0.0835 , ALOTC-score= 1 *
id =  452 : gt = 102 , t1 =  78.4320 , t2 = 210.0162 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  453 : gt = 102 , t1 = 209.3680 , t2 = 210.0162 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  454 : gt =  74 , t1 = 150.3819 , t2 = 151.0301 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  455 : gt = 224 , t1 =  51.5465 , t2 =  52.1990 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  456 : gt = 102 , t1 = 105.7030 , t2 = 210.7536 . avg.P-score = 0.0531 , ALOTC-score= 1 *
id =  457 : gt = 100 , t1 =  52.1990 , t2 = 207.4911 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  458 : gt = 102 , t1 = 210.7536 , t2 = 211.4061 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  459 : gt = 100 , t1 = 206.1862 , t2 = 206.8387 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  460 : gt = 104 , t1 = 105.6420 , t2 = 210.6437 . avg.P-score = 0.0430 , ALOTC-score= 1 *
id =  461 : gt = 104 , t1 = 125.4898 , t2 = 126.1301 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  462 : gt = 104 , t1 = 106.2822 , t2 = 210.6437 . avg.P-score = 0.1706 , ALOTC-score= 1 *
id =  463 : gt = 104 , t1 =  54.1565 , t2 = 214.6685 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  464 : gt = 102 , t1 = 210.1011 , t2 = 210.7536 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  465 : gt = 104 , t1 = 215.3544 , t2 = 216.0090 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  466 : gt = 104 , t1 = 215.3544 , t2 = 216.0090 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  467 : gt = 104 , t1 = 214.6685 , t2 = 215.3210 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  468 : gt = 104 , t1 = 107.3499 , t2 = 108.0045 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  469 : gt = 102 , t1 = 107.6605 , t2 = 214.6685 . avg.P-score = 0.0819 , ALOTC-score= 1 *
id =  470 : gt = 104 , t1 = 107.6605 , t2 = 108.3130 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  471 : gt = 100 , t1 = 206.8387 , t2 = 207.4911 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  472 : gt = 100 , t1 =  51.5465 , t2 =  52.1990 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  473 : gt = 100 , t1 =  51.5465 , t2 =  52.1990 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  474 : gt = 104 , t1 = 214.6685 , t2 = 215.3210 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  475 : gt = 104 , t1 = 214.6685 , t2 = 215.3210 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  476 : gt = 104 , t1 = 214.6685 , t2 = 215.3210 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  477 : gt = 100 , t1 =  65.2488 , t2 = 206.8387 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  478 : gt = 100 , t1 = 206.1862 , t2 = 206.8387 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  479 : gt = 100 , t1 = 103.7456 , t2 = 206.8387 . avg.P-score = 0.1424 , ALOTC-score= 1 *
id =  480 : gt = 202 , t1 = 202.9606 , t2 = 203.6009 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  481 : gt = 100 , t1 =  51.6342 , t2 = 207.1906 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  482 : gt = 100 , t1 =  28.7583 , t2 = 207.1906 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  483 : gt = 100 , t1 = 207.1906 , t2 = 207.8442 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  484 : gt = 100 , t1 =  51.6342 , t2 =  52.2878 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  485 : gt = 100 , t1 =  51.5465 , t2 =  52.1990 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  486 : gt = 100 , t1 = 103.7456 , t2 = 206.8387 . avg.P-score = 0.1021 , ALOTC-score= 1 *
id =  487 : gt = 100 , t1 =  52.8515 , t2 = 210.7536 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  488 : gt = 100 , t1 = 207.5080 , t2 = 208.1647 . avg.P-score = 0.0000 , ALOTC-score= 0  
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - P-score = 0.1654 alotc = 0.3140 

Tango
id =  142 : gt = 128 , t1 =  28.5207 , t2 =  64.8198 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  143 : gt = 128 , t1 =  28.5207 , t2 =  33.0581 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  144 : gt = 128 , t1 =  31.1135 , t2 =  65.4680 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  145 : gt = 128 , t1 =  65.4680 , t2 =  66.1162 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  146 : gt = 128 , t1 = 131.5842 , t2 = 132.2324 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  147 : gt = 128 , t1 = 131.5842 , t2 = 133.5288 . avg.P-score = 1.0000 , ALOTC-score= 1 *
