/home/slee/miniconda3/bin/python /home/slee/Desktop/code/mir-hw2/q5.py



tempo / 2 :


Cha Cha
id = 489 , gt =124 , t1 = 246.0938 , t2 =492.1875 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 1.9846 , t2/gt = 3.9693
id =  34 , gt =172 , t1 = 172.2656 , t2 =344.5312 . P-score = 0.5228 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 1.0015 , t2/gt = 2.0031
id =  35 , gt =172 , t1 = 172.2656 , t2 =344.5312 . P-score = 0.4741 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 1.0015 , t2/gt = 2.0031
id =  36 , gt =172 , t1 = 172.2656 , t2 =344.5312 . P-score = 0.3958 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 1.0015 , t2/gt = 2.0031
id =  37 , gt =172 , t1 = 172.2656 , t2 =344.5312 . P-score = 0.6059 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 1.0015 , t2/gt = 2.0031
id =  38 , gt =172 , t1 = 172.2656 , t2 =344.5312 . P-score = 0.5948 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 1.0015 , t2/gt = 2.0031
id =  39 , gt =164 , t1 = 161.4990 , t2 =322.9980 . P-score = 0.3588 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.9848 , t2/gt = 1.9695
id =  40 , gt =164 , t1 = 215.3320 , t2 =322.9980 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5000 , t1/gt = 1.3130 , t2/gt = 1.9695
id =  41 , gt =176 , t1 = 246.0938 , t2 =344.5312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4000 , t1/gt = 1.3983 , t2/gt = 1.9576
id =  42 , gt =180 , t1 = 178.2058 , t2 =271.9984 . P-score = 0.6506 , ALOTC = 1 . t1/t2 = 1.5263 , t1/gt = 0.9900 , t2/gt = 1.5111
id =  43 , gt =176 , t1 = 172.2656 , t2 =178.2058 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0345 , t1/gt = 0.9788 , t2/gt = 1.0125
id =  44 , gt =176 , t1 = 178.2058 , t2 =344.5312 . P-score = 0.5255 , ALOTC = 1 . t1/t2 = 1.9333 , t1/gt = 1.0125 , t2/gt = 1.9576
id =  45 , gt =176 , t1 = 178.2058 , t2 =344.5312 . P-score = 0.6065 , ALOTC = 1 . t1/t2 = 1.9333 , t1/gt = 1.0125 , t2/gt = 1.9576
id =  46 , gt =176 , t1 = 178.2058 , t2 =234.9077 . P-score = 0.5052 , ALOTC = 1 . t1/t2 = 1.3182 , t1/gt = 1.0125 , t2/gt = 1.3347
id =  47 , gt =176 , t1 = 178.2058 , t2 =234.9077 . P-score = 0.2669 , ALOTC = 1 . t1/t2 = 1.3182 , t1/gt = 1.0125 , t2/gt = 1.3347
id =  48 , gt =176 , t1 = 178.2058 , t2 =234.9077 . P-score = 0.2728 , ALOTC = 1 . t1/t2 = 1.3182 , t1/gt = 1.0125 , t2/gt = 1.3347
id =  49 , gt =176 , t1 = 178.2058 , t2 =344.5312 . P-score = 0.3548 , ALOTC = 1 . t1/t2 = 1.9333 , t1/gt = 1.0125 , t2/gt = 1.9576
id =  50 , gt =176 , t1 = 178.2058 , t2 =234.9077 . P-score = 0.5021 , ALOTC = 1 . t1/t2 = 1.3182 , t1/gt = 1.0125 , t2/gt = 1.3347
id =  51 , gt =176 , t1 = 178.2058 , t2 =344.5312 . P-score = 0.5038 , ALOTC = 1 . t1/t2 = 1.9333 , t1/gt = 1.0125 , t2/gt = 1.9576
id =  52 , gt =176 , t1 = 178.2058 , t2 =234.9077 . P-score = 0.4530 , ALOTC = 1 . t1/t2 = 1.3182 , t1/gt = 1.0125 , t2/gt = 1.3347
id =  53 , gt =172 , t1 = 172.2656 , t2 =344.5312 . P-score = 0.5523 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 1.0015 , t2/gt = 2.0031
id =  54 , gt =176 , t1 = 178.2058 , t2 =344.5312 . P-score = 0.5021 , ALOTC = 1 . t1/t2 = 1.9333 , t1/gt = 1.0125 , t2/gt = 1.9576
id =  55 , gt =168 , t1 = 166.7087 , t2 =344.5312 . P-score = 0.4387 , ALOTC = 1 . t1/t2 = 2.0667 , t1/gt = 0.9923 , t2/gt = 2.0508
id =  56 , gt =168 , t1 = 166.7087 , t2 =322.9980 . P-score = 0.4223 , ALOTC = 1 . t1/t2 = 1.9375 , t1/gt = 0.9923 , t2/gt = 1.9226
id =  57 , gt =168 , t1 = 166.7087 , t2 =224.6943 . P-score = 0.3641 , ALOTC = 1 . t1/t2 = 1.3478 , t1/gt = 0.9923 , t2/gt = 1.3375
id =  58 , gt =172 , t1 = 172.2656 , t2 =344.5312 . P-score = 0.6228 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 1.0015 , t2/gt = 2.0031
id =  59 , gt =172 , t1 = 172.2656 , t2 =344.5312 . P-score = 0.4628 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 1.0015 , t2/gt = 2.0031
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Jive : avg.P-score = 0.4198 , avg.ALOTC = 0.8000
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t2/t1 = 1.7219
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t1/gt = 1.1532
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t2/gt = 1.9100
Quickstep
id =  60 , gt =214 , t1 = 206.7188 , t2 =215.3320 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0417 , t1/gt = 0.9660 , t2/gt = 1.0062
id =  61 , gt =208 , t1 = 206.7188 , t2 =413.4375 . P-score = 0.6519 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.9938 , t2/gt = 1.9877
id =  62 , gt =204 , t1 = 198.7680 , t2 =206.7188 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0400 , t1/gt = 0.9744 , t2/gt = 1.0133
id =  63 , gt =200 , t1 = 198.7680 , t2 =206.7188 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0400 , t1/gt = 0.9938 , t2/gt = 1.0336
id =  64 , gt =200 , t1 = 198.7680 , t2 =206.7188 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0400 , t1/gt = 0.9938 , t2/gt = 1.0336
id =  65 , gt =200 , t1 = 206.7188 , t2 =215.3320 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0417 , t1/gt = 1.0336 , t2/gt = 1.0767
id =  66 , gt =200 , t1 = 215.3320 , t2 =258.3984 . P-score = 0.5954 , ALOTC = 1 . t1/t2 = 1.2000 , t1/gt = 1.0767 , t2/gt = 1.2920
id =  67 , gt =200 , t1 = 198.7680 , t2 =206.7188 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0400 , t1/gt = 0.9938 , t2/gt = 1.0336
id =  68 , gt =204 , t1 = 198.7680 , t2 =206.7188 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0400 , t1/gt = 0.9744 , t2/gt = 1.0133
id =  69 , gt =204 , t1 = 198.7680 , t2 =206.7188 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0400 , t1/gt = 0.9744 , t2/gt = 1.0133
id =  70 , gt =200 , t1 = 198.7680 , t2 =206.7188 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0400 , t1/gt = 0.9938 , t2/gt = 1.0336
id =  71 , gt =204 , t1 = 191.4062 , t2 =206.7188 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0800 , t1/gt = 0.9383 , t2/gt = 1.0133
id =  72 , gt =204 , t1 = 206.7188 , t2 =215.3320 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0417 , t1/gt = 1.0133 , t2/gt = 1.0555
id =  73 , gt =204 , t1 = 198.7680 , t2 =206.7188 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0400 , t1/gt = 0.9744 , t2/gt = 1.0133
id =  74 , gt =204 , t1 = 206.7188 , t2 =271.9984 . P-score = 0.3927 , ALOTC = 1 . t1/t2 = 1.3158 , t1/gt = 1.0133 , t2/gt = 1.3333
id =  75 , gt =219 , t1 = 206.7188 , t2 =215.3320 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0417 , t1/gt = 0.9439 , t2/gt = 0.9833
id =  76 , gt =200 , t1 = 198.7680 , t2 =206.7188 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0400 , t1/gt = 0.9938 , t2/gt = 1.0336
id =  77 , gt =204 , t1 = 198.7680 , t2 =206.7188 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0400 , t1/gt = 0.9744 , t2/gt = 1.0133
id =  78 , gt =204 , t1 = 198.7680 , t2 =206.7188 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0400 , t1/gt = 0.9744 , t2/gt = 1.0133
id =  79 , gt =153 , t1 = 198.7680 , t2 =206.7188 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 1.2991 , t2/gt = 1.3511
id =  80 , gt =153 , t1 = 198.7680 , t2 =206.7188 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 1.2991 , t2/gt = 1.3511
id =  81 , gt =153 , t1 = 198.7680 , t2 =206.7188 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 1.2991 , t2/gt = 1.3511
id =  82 , gt =153 , t1 = 206.7188 , t2 =397.5361 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.9231 , t1/gt = 1.3511 , t2/gt = 2.5983
id =  83 , gt =200 , t1 = 198.7680 , t2 =287.1094 . P-score = 0.4491 , ALOTC = 1 . t1/t2 = 1.4444 , t1/gt = 0.9938 , t2/gt = 1.4355
id =  84 , gt =204 , t1 = 206.7188 , t2 =258.3984 . P-score = 0.5254 , ALOTC = 1 . t1/t2 = 1.2500 , t1/gt = 1.0133 , t2/gt = 1.2667
id =  85 , gt =204 , t1 = 198.7680 , t2 =206.7188 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0400 , t1/gt = 0.9744 , t2/gt = 1.0133
id =  86 , gt =200 , t1 = 198.7680 , t2 =246.0938 . P-score = 0.4809 , ALOTC = 1 . t1/t2 = 1.2381 , t1/gt = 0.9938 , t2/gt = 1.2305
id =  87 , gt =204 , t1 = 206.7188 , t2 =246.0938 . P-score = 0.4823 , ALOTC = 1 . t1/t2 = 1.1905 , t1/gt = 1.0133 , t2/gt = 1.2063
id =  88 , gt =204 , t1 = 198.7680 , t2 =206.7188 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0400 , t1/gt = 0.9744 , t2/gt = 1.0133
id =  89 , gt =204 , t1 = 206.7188 , t2 =397.5361 . P-score = 0.3547 , ALOTC = 1 . t1/t2 = 1.9231 , t1/gt = 1.0133 , t2/gt = 1.9487
id =  90 , gt =208 , t1 = 206.7188 , t2 =215.3320 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0417 , t1/gt = 0.9938 , t2/gt = 1.0353
id =  91 , gt =208 , t1 = 206.7188 , t2 =215.3320 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0417 , t1/gt = 0.9938 , t2/gt = 1.0353
id =  92 , gt =208 , t1 = 206.7188 , t2 =369.1406 . P-score = 0.5963 , ALOTC = 1 . t1/t2 = 1.7857 , t1/gt = 0.9938 , t2/gt = 1.7747
id =  93 , gt =208 , t1 = 206.7188 , t2 =215.3320 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0417 , t1/gt = 0.9938 , t2/gt = 1.0353
id =  94 , gt =208 , t1 = 206.7188 , t2 =215.3320 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0417 , t1/gt = 0.9938 , t2/gt = 1.0353
id =  95 , gt =208 , t1 = 206.7188 , t2 =215.3320 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0417 , t1/gt = 0.9938 , t2/gt = 1.0353
id =  96 , gt =208 , t1 = 206.7188 , t2 =215.3320 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0417 , t1/gt = 0.9938 , t2/gt = 1.0353
id =  97 , gt =208 , t1 = 206.7188 , t2 =215.3320 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0417 , t1/gt = 0.9938 , t2/gt = 1.0353
id =  98 , gt =208 , t1 = 206.7188 , t2 =413.4375 . P-score = 0.6380 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.9938 , t2/gt = 1.9877
id =  99 , gt =208 , t1 = 206.7188 , t2 =215.3320 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0417 , t1/gt = 0.9938 , t2/gt = 1.0353
id = 100 , gt =208 , t1 = 206.7188 , t2 =397.5361 . P-score = 0.4927 , ALOTC = 1 . t1/t2 = 1.9231 , t1/gt = 0.9938 , t2/gt = 1.9112
id = 101 , gt =204 , t1 = 198.7680 , t2 =206.7188 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0400 , t1/gt = 0.9744 , t2/gt = 1.0133
id = 102 , gt =204 , t1 = 198.7680 , t2 =206.7188 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0400 , t1/gt = 0.9744 , t2/gt = 1.0133
id = 103 , gt =204 , t1 = 198.7680 , t2 =206.7188 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0400 , t1/gt = 0.9744 , t2/gt = 1.0133
id = 104 , gt =204 , t1 = 198.7680 , t2 =206.7188 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0400 , t1/gt = 0.9744 , t2/gt = 1.0133
id = 105 , gt =200 , t1 = 198.7680 , t2 =206.7188 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0400 , t1/gt = 0.9938 , t2/gt = 1.0336
id = 106 , gt =208 , t1 = 206.7188 , t2 =215.3320 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0417 , t1/gt = 0.9938 , t2/gt = 1.0353
id = 107 , gt =208 , t1 = 206.7188 , t2 =215.3320 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0417 , t1/gt = 0.9938 , t2/gt = 1.0353
id = 108 , gt =204 , t1 = 198.7680 , t2 =206.7188 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0400 , t1/gt = 0.9744 , t2/gt = 1.0133
id = 109 , gt =208 , t1 = 206.7188 , t2 =215.3320 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0417 , t1/gt = 0.9938 , t2/gt = 1.0353
id = 110 , gt =204 , t1 = 198.7680 , t2 =206.7188 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0400 , t1/gt = 0.9744 , t2/gt = 1.0133
id = 111 , gt =204 , t1 = 135.9992 , t2 =206.7188 . P-score = 0.4608 , ALOTC = 1 . t1/t2 = 1.5200 , t1/gt = 0.6667 , t2/gt = 1.0133
id = 112 , gt =204 , t1 = 198.7680 , t2 =206.7188 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0400 , t1/gt = 0.9744 , t2/gt = 1.0133
id = 113 , gt =204 , t1 = 198.7680 , t2 =206.7188 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0400 , t1/gt = 0.9744 , t2/gt = 1.0133
id = 114 , gt =200 , t1 = 198.7680 , t2 =206.7188 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0400 , t1/gt = 0.9938 , t2/gt = 1.0336
id = 115 , gt =204 , t1 = 198.7680 , t2 =206.7188 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0400 , t1/gt = 0.9744 , t2/gt = 1.0133
id = 116 , gt =200 , t1 = 198.7680 , t2 =246.0938 . P-score = 0.2920 , ALOTC = 1 . t1/t2 = 1.2381 , t1/gt = 0.9938 , t2/gt = 1.2305
id = 117 , gt =204 , t1 = 198.7680 , t2 =206.7188 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0400 , t1/gt = 0.9744 , t2/gt = 1.0133
id = 118 , gt =204 , t1 = 198.7680 , t2 =206.7188 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0400 , t1/gt = 0.9744 , t2/gt = 1.0133
id = 119 , gt =204 , t1 = 198.7680 , t2 =206.7188 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0400 , t1/gt = 0.9744 , t2/gt = 1.0133
id = 120 , gt =204 , t1 = 206.7188 , t2 =397.5361 . P-score = 0.4354 , ALOTC = 1 . t1/t2 = 1.9231 , t1/gt = 1.0133 , t2/gt = 1.9487
id = 121 , gt =200 , t1 = 198.7680 , t2 =206.7188 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0400 , t1/gt = 0.9938 , t2/gt = 1.0336
id = 122 , gt =208 , t1 = 206.7188 , t2 =215.3320 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0417 , t1/gt = 0.9938 , t2/gt = 1.0353
id = 123 , gt =200 , t1 = 198.7680 , t2 =206.7188 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0400 , t1/gt = 0.9938 , t2/gt = 1.0336
id = 124 , gt =200 , t1 = 198.7680 , t2 =206.7188 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0400 , t1/gt = 0.9938 , t2/gt = 1.0336
id = 125 , gt =204 , t1 = 206.7188 , t2 =246.0938 . P-score = 0.3601 , ALOTC = 1 . t1/t2 = 1.1905 , t1/gt = 1.0133 , t2/gt = 1.2063
id = 126 , gt =208 , t1 = 206.7188 , t2 =258.3984 . P-score = 0.3978 , ALOTC = 1 . t1/t2 = 1.2500 , t1/gt = 0.9938 , t2/gt = 1.2423
id = 127 , gt =200 , t1 = 198.7680 , t2 =397.5361 . P-score = 0.3732 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.9938 , t2/gt = 1.9877
id = 128 , gt =200 , t1 = 198.7680 , t2 =206.7188 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0400 , t1/gt = 0.9938 , t2/gt = 1.0336
id = 129 , gt =200 , t1 = 198.7680 , t2 =206.7188 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0400 , t1/gt = 0.9938 , t2/gt = 1.0336
id = 130 , gt =204 , t1 = 198.7680 , t2 =206.7188 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0400 , t1/gt = 0.9744 , t2/gt = 1.0133
id = 131 , gt =200 , t1 = 198.7680 , t2 =246.0938 . P-score = 0.4690 , ALOTC = 1 . t1/t2 = 1.2381 , t1/gt = 0.9938 , t2/gt = 1.2305
id = 132 , gt =204 , t1 = 198.7680 , t2 =397.5361 . P-score = 0.3041 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.9744 , t2/gt = 1.9487
id = 133 , gt =204 , t1 = 198.7680 , t2 =206.7188 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0400 , t1/gt = 0.9744 , t2/gt = 1.0133
id = 134 , gt =204 , t1 = 198.7680 , t2 =206.7188 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0400 , t1/gt = 0.9744 , t2/gt = 1.0133
id = 135 , gt =204 , t1 = 206.7188 , t2 =303.9982 . P-score = 0.5167 , ALOTC = 1 . t1/t2 = 1.4706 , t1/gt = 1.0133 , t2/gt = 1.4902
id = 136 , gt =204 , t1 = 198.7680 , t2 =206.7188 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0400 , t1/gt = 0.9744 , t2/gt = 1.0133
id = 137 , gt =204 , t1 = 198.7680 , t2 =206.7188 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0400 , t1/gt = 0.9744 , t2/gt = 1.0133
id = 138 , gt =204 , t1 = 198.7680 , t2 =206.7188 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0400 , t1/gt = 0.9744 , t2/gt = 1.0133
id = 139 , gt =204 , t1 = 198.7680 , t2 =206.7188 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0400 , t1/gt = 0.9744 , t2/gt = 1.0133
id = 140 , gt =204 , t1 = 198.7680 , t2 =206.7188 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0400 , t1/gt = 0.9744 , t2/gt = 1.0133
id = 141 , gt =200 , t1 = 191.4062 , t2 =198.7680 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0385 , t1/gt = 0.9570 , t2/gt = 0.9938
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Quickstep : avg.P-score = 0.8203 , avg.ALOTC = 0.9512
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t2/t1 = 1.1772
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t1/gt = 0.9998
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t2/gt = 1.1787
Rumba
id = 600 , gt =104 , t1 = 206.7188 , t2 =413.4375 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 1.9877 , t2/gt = 3.9754
id = 601 , gt =104 , t1 = 206.7188 , t2 =413.4375 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 1.9877 , t2/gt = 3.9754
id = 602 , gt =104 , t1 = 206.7188 , t2 =413.4375 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 1.9877 , t2/gt = 3.9754
id = 603 , gt =104 , t1 = 206.7188 , t2 =413.4375 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 1.9877 , t2/gt = 3.9754
id = 604 , gt =104 , t1 = 206.7188 , t2 =397.5361 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.9231 , t1/gt = 1.9877 , t2/gt = 3.8225
id = 605 , gt = 88 , t1 = 178.2058 , t2 =344.5312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.9333 , t1/gt = 2.0251 , t2/gt = 3.9151
id = 606 , gt = 92 , t1 = 184.5703 , t2 =246.0938 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3333 , t1/gt = 2.0062 , t2/gt = 2.6749
id = 607 , gt = 96 , t1 = 191.4062 , t2 =198.7680 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0385 , t1/gt = 1.9938 , t2/gt = 2.0705
id = 608 , gt =100 , t1 = 198.7680 , t2 =206.7188 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 1.9877 , t2/gt = 2.0672
id = 609 , gt = 96 , t1 = 191.4062 , t2 =258.3984 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3500 , t1/gt = 1.9938 , t2/gt = 2.6917
id = 610 , gt =100 , t1 = 198.7680 , t2 =271.9984 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3684 , t1/gt = 1.9877 , t2/gt = 2.7200
id = 611 , gt =100 , t1 = 198.7680 , t2 =397.5361 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 1.9877 , t2/gt = 3.9754
id = 612 , gt =100 , t1 = 198.7680 , t2 =246.0938 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.2381 , t1/gt = 1.9877 , t2/gt = 2.4609
id = 613 , gt = 84 , t1 = 322.9980 , t2 =344.5312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0667 , t1/gt = 3.8452 , t2/gt = 4.1016
id = 614 , gt =100 , t1 = 191.4062 , t2 =198.7680 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0385 , t1/gt = 1.9141 , t2/gt = 1.9877
id = 615 , gt =122 , t1 = 234.9077 , t2 =246.0938 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 1.9255 , t2/gt = 2.0172
id = 616 , gt =122 , t1 = 234.9077 , t2 =246.0938 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 1.9255 , t2/gt = 2.0172
id = 617 , gt = 84 , t1 = 166.7087 , t2 =344.5312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0667 , t1/gt = 1.9846 , t2/gt = 4.1016
id = 618 , gt = 96 , t1 = 184.5703 , t2 =191.4062 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0370 , t1/gt = 1.9226 , t2/gt = 1.9938
id = 619 , gt = 96 , t1 = 191.4062 , t2 =382.8125 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 1.9938 , t2/gt = 3.9876
id = 620 , gt = 96 , t1 = 191.4062 , t2 =382.8125 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 1.9938 , t2/gt = 3.9876
id = 621 , gt =108 , t1 = 191.4062 , t2 =369.1406 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.9286 , t1/gt = 1.7723 , t2/gt = 3.4180
id = 622 , gt =100 , t1 = 198.7680 , t2 =397.5361 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 1.9877 , t2/gt = 3.9754
id = 623 , gt = 88 , t1 = 172.2656 , t2 =344.5312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 1.9576 , t2/gt = 3.9151
id = 624 , gt =120 , t1 = 178.2058 , t2 =184.5703 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0357 , t1/gt = 1.4850 , t2/gt = 1.5381
id = 625 , gt =120 , t1 = 172.2656 , t2 =344.5312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 1.4355 , t2/gt = 2.8711
id = 626 , gt =104 , t1 = 206.7188 , t2 =413.4375 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 1.9877 , t2/gt = 3.9754
id = 627 , gt =104 , t1 = 206.7188 , t2 =413.4375 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 1.9877 , t2/gt = 3.9754
id = 628 , gt =104 , t1 = 191.4062 , t2 =206.7188 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0800 , t1/gt = 1.8404 , t2/gt = 1.9877
id = 629 , gt =104 , t1 = 184.5703 , t2 =206.7188 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1200 , t1/gt = 1.7747 , t2/gt = 1.9877
id = 630 , gt =104 , t1 = 206.7188 , t2 =303.9982 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4706 , t1/gt = 1.9877 , t2/gt = 2.9231
id = 631 , gt =104 , t1 = 206.7188 , t2 =413.4375 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 1.9877 , t2/gt = 3.9754
id = 632 , gt =104 , t1 = 206.7188 , t2 =413.4375 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 1.9877 , t2/gt = 3.9754
id = 633 , gt =104 , t1 = 206.7188 , t2 =413.4375 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 1.9877 , t2/gt = 3.9754
id = 634 , gt =104 , t1 = 198.7680 , t2 =206.7188 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 1.9112 , t2/gt = 1.9877
