tempo / 2 :


Cha Cha
id = 489 , gt =124 , t1 =  61.5234 , t2 =123.0469 . P-score = 0.3539 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.4962 , t2/gt = 0.9923
id =  34 , gt =172 , t1 =  43.0664 , t2 = 86.1328 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 0.2504 , t2/gt = 0.5008
id =  35 , gt =172 , t1 =  43.0664 , t2 = 86.1328 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 0.2504 , t2/gt = 0.5008
id =  36 , gt =172 , t1 =  43.0664 , t2 = 86.1328 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 0.2504 , t2/gt = 0.5008
id =  37 , gt =172 , t1 =  43.0664 , t2 = 86.1328 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 0.2504 , t2/gt = 0.5008
id =  38 , gt =172 , t1 =  43.0664 , t2 = 86.1328 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 0.2504 , t2/gt = 0.5008
id =  39 , gt =164 , t1 =  40.3748 , t2 = 80.7495 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 0.2462 , t2/gt = 0.4924
id =  40 , gt =164 , t1 =  53.8330 , t2 = 80.7495 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5000 , t1/gt = 0.3283 , t2/gt = 0.4924
id =  41 , gt =176 , t1 =  61.5234 , t2 = 86.1328 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4000 , t1/gt = 0.3496 , t2/gt = 0.4894
id =  42 , gt =180 , t1 =  44.5515 , t2 = 67.9996 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5263 , t1/gt = 0.2475 , t2/gt = 0.3778
id =  43 , gt =176 , t1 =  43.0664 , t2 = 44.5515 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0345 , t1/gt = 0.2447 , t2/gt = 0.2531
id =  44 , gt =176 , t1 =  44.5515 , t2 = 86.1328 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.9333 , t1/gt = 0.2531 , t2/gt = 0.4894
id =  45 , gt =176 , t1 =  44.5515 , t2 = 86.1328 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.9333 , t1/gt = 0.2531 , t2/gt = 0.4894
id =  46 , gt =176 , t1 =  44.5515 , t2 = 58.7269 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3182 , t1/gt = 0.2531 , t2/gt = 0.3337
id =  47 , gt =176 , t1 =  44.5515 , t2 = 58.7269 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3182 , t1/gt = 0.2531 , t2/gt = 0.3337
id =  48 , gt =176 , t1 =  44.5515 , t2 = 58.7269 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3182 , t1/gt = 0.2531 , t2/gt = 0.3337
id =  49 , gt =176 , t1 =  44.5515 , t2 = 86.1328 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.9333 , t1/gt = 0.2531 , t2/gt = 0.4894
id =  50 , gt =176 , t1 =  44.5515 , t2 = 58.7269 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3182 , t1/gt = 0.2531 , t2/gt = 0.3337
id =  51 , gt =176 , t1 =  44.5515 , t2 = 86.1328 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.9333 , t1/gt = 0.2531 , t2/gt = 0.4894
id =  52 , gt =176 , t1 =  44.5515 , t2 = 58.7269 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3182 , t1/gt = 0.2531 , t2/gt = 0.3337
id =  53 , gt =172 , t1 =  43.0664 , t2 = 86.1328 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 0.2504 , t2/gt = 0.5008
id =  54 , gt =176 , t1 =  44.5515 , t2 = 86.1328 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.9333 , t1/gt = 0.2531 , t2/gt = 0.4894
id =  55 , gt =168 , t1 =  41.6772 , t2 = 86.1328 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0667 , t1/gt = 0.2481 , t2/gt = 0.5127
id =  56 , gt =168 , t1 =  41.6772 , t2 = 80.7495 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.9375 , t1/gt = 0.2481 , t2/gt = 0.4807
id =  57 , gt =168 , t1 =  41.6772 , t2 = 56.1736 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3478 , t1/gt = 0.2481 , t2/gt = 0.3344
id =  58 , gt =172 , t1 =  43.0664 , t2 = 86.1328 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 0.2504 , t2/gt = 0.5008
id =  59 , gt =172 , t1 =  43.0664 , t2 = 86.1328 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 0.2504 , t2/gt = 0.5008
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Jive : avg.P-score = 0.0086 , avg.ALOTC = 0.0167
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t2/t1 = 1.7219
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t1/gt = 0.2883
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t2/gt = 0.4775
Quickstep
id =  60 , gt =214 , t1 =  51.6797 , t2 = 53.8330 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0417 , t1/gt = 0.2415 , t2/gt = 0.2516
id =  61 , gt =208 , t1 =  51.6797 , t2 =103.3594 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 0.2485 , t2/gt = 0.4969
id =  62 , gt =204 , t1 =  49.6920 , t2 = 51.6797 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.2436 , t2/gt = 0.2533
id =  63 , gt =200 , t1 =  49.6920 , t2 = 51.6797 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.2485 , t2/gt = 0.2584
id =  64 , gt =200 , t1 =  49.6920 , t2 = 51.6797 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.2485 , t2/gt = 0.2584
id =  65 , gt =200 , t1 =  51.6797 , t2 = 53.8330 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0417 , t1/gt = 0.2584 , t2/gt = 0.2692
id =  66 , gt =200 , t1 =  53.8330 , t2 = 64.5996 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.2000 , t1/gt = 0.2692 , t2/gt = 0.3230
id =  67 , gt =200 , t1 =  49.6920 , t2 = 51.6797 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.2485 , t2/gt = 0.2584
id =  68 , gt =204 , t1 =  49.6920 , t2 = 51.6797 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.2436 , t2/gt = 0.2533
id =  69 , gt =204 , t1 =  49.6920 , t2 = 51.6797 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.2436 , t2/gt = 0.2533
id =  70 , gt =200 , t1 =  49.6920 , t2 = 51.6797 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.2485 , t2/gt = 0.2584
id =  71 , gt =204 , t1 =  47.8516 , t2 = 51.6797 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0800 , t1/gt = 0.2346 , t2/gt = 0.2533
id =  72 , gt =204 , t1 =  51.6797 , t2 = 53.8330 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0417 , t1/gt = 0.2533 , t2/gt = 0.2639
id =  73 , gt =204 , t1 =  49.6920 , t2 = 51.6797 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.2436 , t2/gt = 0.2533
id =  74 , gt =204 , t1 =  51.6797 , t2 = 67.9996 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3158 , t1/gt = 0.2533 , t2/gt = 0.3333
id =  75 , gt =219 , t1 =  51.6797 , t2 = 53.8330 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0417 , t1/gt = 0.2360 , t2/gt = 0.2458
id =  76 , gt =200 , t1 =  49.6920 , t2 = 51.6797 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.2485 , t2/gt = 0.2584
id =  77 , gt =204 , t1 =  49.6920 , t2 = 51.6797 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.2436 , t2/gt = 0.2533
id =  78 , gt =204 , t1 =  49.6920 , t2 = 51.6797 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.2436 , t2/gt = 0.2533
id =  79 , gt =153 , t1 =  49.6920 , t2 = 51.6797 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.3248 , t2/gt = 0.3378
id =  80 , gt =153 , t1 =  49.6920 , t2 = 51.6797 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.3248 , t2/gt = 0.3378
id =  81 , gt =153 , t1 =  49.6920 , t2 = 51.6797 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.3248 , t2/gt = 0.3378
id =  82 , gt =153 , t1 =  51.6797 , t2 = 99.3840 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.9231 , t1/gt = 0.3378 , t2/gt = 0.6496
id =  83 , gt =200 , t1 =  49.6920 , t2 = 71.7773 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4444 , t1/gt = 0.2485 , t2/gt = 0.3589
id =  84 , gt =204 , t1 =  51.6797 , t2 = 64.5996 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.2500 , t1/gt = 0.2533 , t2/gt = 0.3167
id =  85 , gt =204 , t1 =  49.6920 , t2 = 51.6797 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.2436 , t2/gt = 0.2533
id =  86 , gt =200 , t1 =  49.6920 , t2 = 61.5234 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.2381 , t1/gt = 0.2485 , t2/gt = 0.3076
id =  87 , gt =204 , t1 =  51.6797 , t2 = 61.5234 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1905 , t1/gt = 0.2533 , t2/gt = 0.3016
id =  88 , gt =204 , t1 =  49.6920 , t2 = 51.6797 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.2436 , t2/gt = 0.2533
id =  89 , gt =204 , t1 =  51.6797 , t2 = 99.3840 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.9231 , t1/gt = 0.2533 , t2/gt = 0.4872
id =  90 , gt =208 , t1 =  51.6797 , t2 = 53.8330 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0417 , t1/gt = 0.2485 , t2/gt = 0.2588
id =  91 , gt =208 , t1 =  51.6797 , t2 = 53.8330 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0417 , t1/gt = 0.2485 , t2/gt = 0.2588
id =  92 , gt =208 , t1 =  51.6797 , t2 = 92.2852 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.7857 , t1/gt = 0.2485 , t2/gt = 0.4437
id =  93 , gt =208 , t1 =  51.6797 , t2 = 53.8330 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0417 , t1/gt = 0.2485 , t2/gt = 0.2588
id =  94 , gt =208 , t1 =  51.6797 , t2 = 53.8330 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0417 , t1/gt = 0.2485 , t2/gt = 0.2588
id =  95 , gt =208 , t1 =  51.6797 , t2 = 53.8330 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0417 , t1/gt = 0.2485 , t2/gt = 0.2588
id =  96 , gt =208 , t1 =  51.6797 , t2 = 53.8330 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0417 , t1/gt = 0.2485 , t2/gt = 0.2588
id =  97 , gt =208 , t1 =  51.6797 , t2 = 53.8330 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0417 , t1/gt = 0.2485 , t2/gt = 0.2588
id =  98 , gt =208 , t1 =  51.6797 , t2 =103.3594 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 0.2485 , t2/gt = 0.4969
id =  99 , gt =208 , t1 =  51.6797 , t2 = 53.8330 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0417 , t1/gt = 0.2485 , t2/gt = 0.2588
id = 100 , gt =208 , t1 =  51.6797 , t2 = 99.3840 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.9231 , t1/gt = 0.2485 , t2/gt = 0.4778
id = 101 , gt =204 , t1 =  49.6920 , t2 = 51.6797 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.2436 , t2/gt = 0.2533
id = 102 , gt =204 , t1 =  49.6920 , t2 = 51.6797 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.2436 , t2/gt = 0.2533
id = 103 , gt =204 , t1 =  49.6920 , t2 = 51.6797 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.2436 , t2/gt = 0.2533
id = 104 , gt =204 , t1 =  49.6920 , t2 = 51.6797 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.2436 , t2/gt = 0.2533
id = 105 , gt =200 , t1 =  49.6920 , t2 = 51.6797 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.2485 , t2/gt = 0.2584
id = 106 , gt =208 , t1 =  51.6797 , t2 = 53.8330 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0417 , t1/gt = 0.2485 , t2/gt = 0.2588
id = 107 , gt =208 , t1 =  51.6797 , t2 = 53.8330 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0417 , t1/gt = 0.2485 , t2/gt = 0.2588
id = 108 , gt =204 , t1 =  49.6920 , t2 = 51.6797 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.2436 , t2/gt = 0.2533
id = 109 , gt =208 , t1 =  51.6797 , t2 = 53.8330 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0417 , t1/gt = 0.2485 , t2/gt = 0.2588
id = 110 , gt =204 , t1 =  49.6920 , t2 = 51.6797 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.2436 , t2/gt = 0.2533
id = 111 , gt =204 , t1 =  33.9998 , t2 = 51.6797 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5200 , t1/gt = 0.1667 , t2/gt = 0.2533
id = 112 , gt =204 , t1 =  49.6920 , t2 = 51.6797 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.2436 , t2/gt = 0.2533
id = 113 , gt =204 , t1 =  49.6920 , t2 = 51.6797 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.2436 , t2/gt = 0.2533
id = 114 , gt =200 , t1 =  49.6920 , t2 = 51.6797 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.2485 , t2/gt = 0.2584
id = 115 , gt =204 , t1 =  49.6920 , t2 = 51.6797 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.2436 , t2/gt = 0.2533
id = 116 , gt =200 , t1 =  49.6920 , t2 = 61.5234 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.2381 , t1/gt = 0.2485 , t2/gt = 0.3076
id = 117 , gt =204 , t1 =  49.6920 , t2 = 51.6797 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.2436 , t2/gt = 0.2533
id = 118 , gt =204 , t1 =  49.6920 , t2 = 51.6797 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.2436 , t2/gt = 0.2533
id = 119 , gt =204 , t1 =  49.6920 , t2 = 51.6797 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.2436 , t2/gt = 0.2533
id = 120 , gt =204 , t1 =  51.6797 , t2 = 99.3840 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.9231 , t1/gt = 0.2533 , t2/gt = 0.4872
id = 121 , gt =200 , t1 =  49.6920 , t2 = 51.6797 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.2485 , t2/gt = 0.2584
id = 122 , gt =208 , t1 =  51.6797 , t2 = 53.8330 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0417 , t1/gt = 0.2485 , t2/gt = 0.2588
id = 123 , gt =200 , t1 =  49.6920 , t2 = 51.6797 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.2485 , t2/gt = 0.2584
id = 124 , gt =200 , t1 =  49.6920 , t2 = 51.6797 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.2485 , t2/gt = 0.2584
id = 125 , gt =204 , t1 =  51.6797 , t2 = 61.5234 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1905 , t1/gt = 0.2533 , t2/gt = 0.3016
id = 126 , gt =208 , t1 =  51.6797 , t2 = 64.5996 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.2500 , t1/gt = 0.2485 , t2/gt = 0.3106
id = 127 , gt =200 , t1 =  49.6920 , t2 = 99.3840 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 0.2485 , t2/gt = 0.4969
id = 128 , gt =200 , t1 =  49.6920 , t2 = 51.6797 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.2485 , t2/gt = 0.2584
id = 129 , gt =200 , t1 =  49.6920 , t2 = 51.6797 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.2485 , t2/gt = 0.2584
id = 130 , gt =204 , t1 =  49.6920 , t2 = 51.6797 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.2436 , t2/gt = 0.2533
id = 131 , gt =200 , t1 =  49.6920 , t2 = 61.5234 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.2381 , t1/gt = 0.2485 , t2/gt = 0.3076
id = 132 , gt =204 , t1 =  49.6920 , t2 = 99.3840 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 0.2436 , t2/gt = 0.4872
id = 133 , gt =204 , t1 =  49.6920 , t2 = 51.6797 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.2436 , t2/gt = 0.2533
id = 134 , gt =204 , t1 =  49.6920 , t2 = 51.6797 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.2436 , t2/gt = 0.2533
id = 135 , gt =204 , t1 =  51.6797 , t2 = 75.9995 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4706 , t1/gt = 0.2533 , t2/gt = 0.3725
id = 136 , gt =204 , t1 =  49.6920 , t2 = 51.6797 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.2436 , t2/gt = 0.2533
id = 137 , gt =204 , t1 =  49.6920 , t2 = 51.6797 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.2436 , t2/gt = 0.2533
id = 138 , gt =204 , t1 =  49.6920 , t2 = 51.6797 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.2436 , t2/gt = 0.2533
id = 139 , gt =204 , t1 =  49.6920 , t2 = 51.6797 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.2436 , t2/gt = 0.2533
id = 140 , gt =204 , t1 =  49.6920 , t2 = 51.6797 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.2436 , t2/gt = 0.2533
id = 141 , gt =200 , t1 =  47.8516 , t2 = 49.6920 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0385 , t1/gt = 0.2393 , t2/gt = 0.2485
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Quickstep : avg.P-score = 0.0000 , avg.ALOTC = 0.0000
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t2/t1 = 1.1772
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t1/gt = 0.2500
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t2/gt = 0.2947
Rumba
id = 600 , gt =104 , t1 =  51.6797 , t2 =103.3594 . P-score = 0.4784 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.4969 , t2/gt = 0.9938
id = 601 , gt =104 , t1 =  51.6797 , t2 =103.3594 . P-score = 0.4506 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.4969 , t2/gt = 0.9938
id = 602 , gt =104 , t1 =  51.6797 , t2 =103.3594 . P-score = 0.5155 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.4969 , t2/gt = 0.9938
id = 603 , gt =104 , t1 =  51.6797 , t2 =103.3594 . P-score = 0.4886 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.4969 , t2/gt = 0.9938
id = 604 , gt =104 , t1 =  51.6797 , t2 = 99.3840 . P-score = 0.5423 , ALOTC = 1 . t1/t2 = 1.9231 , t1/gt = 0.4969 , t2/gt = 0.9556
id = 605 , gt = 88 , t1 =  44.5515 , t2 = 86.1328 . P-score = 0.4929 , ALOTC = 1 . t1/t2 = 1.9333 , t1/gt = 0.5063 , t2/gt = 0.9788
id = 606 , gt = 92 , t1 =  46.1426 , t2 = 61.5234 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3333 , t1/gt = 0.5015 , t2/gt = 0.6687
id = 607 , gt = 96 , t1 =  47.8516 , t2 = 49.6920 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0385 , t1/gt = 0.4985 , t2/gt = 0.5176
id = 608 , gt =100 , t1 =  49.6920 , t2 = 51.6797 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.4969 , t2/gt = 0.5168
id = 609 , gt = 96 , t1 =  47.8516 , t2 = 64.5996 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3500 , t1/gt = 0.4985 , t2/gt = 0.6729
id = 610 , gt =100 , t1 =  49.6920 , t2 = 67.9996 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3684 , t1/gt = 0.4969 , t2/gt = 0.6800
id = 611 , gt =100 , t1 =  49.6920 , t2 = 99.3840 . P-score = 0.4887 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.4969 , t2/gt = 0.9938
id = 612 , gt =100 , t1 =  49.6920 , t2 = 61.5234 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.2381 , t1/gt = 0.4969 , t2/gt = 0.6152
id = 613 , gt = 84 , t1 =  80.7495 , t2 = 86.1328 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0667 , t1/gt = 0.9613 , t2/gt = 1.0254
id = 614 , gt =100 , t1 =  47.8516 , t2 = 49.6920 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0385 , t1/gt = 0.4785 , t2/gt = 0.4969
id = 615 , gt =122 , t1 =  58.7269 , t2 = 61.5234 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 0.4814 , t2/gt = 0.5043
id = 616 , gt =122 , t1 =  58.7269 , t2 = 61.5234 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 0.4814 , t2/gt = 0.5043
id = 617 , gt = 84 , t1 =  41.6772 , t2 = 86.1328 . P-score = 0.5436 , ALOTC = 1 . t1/t2 = 2.0667 , t1/gt = 0.4962 , t2/gt = 1.0254
id = 618 , gt = 96 , t1 =  46.1426 , t2 = 47.8516 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0370 , t1/gt = 0.4807 , t2/gt = 0.4985
id = 619 , gt = 96 , t1 =  47.8516 , t2 = 95.7031 . P-score = 0.4363 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.4985 , t2/gt = 0.9969
id = 620 , gt = 96 , t1 =  47.8516 , t2 = 95.7031 . P-score = 0.5069 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.4985 , t2/gt = 0.9969
id = 621 , gt =108 , t1 =  47.8516 , t2 = 92.2852 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.9286 , t1/gt = 0.4431 , t2/gt = 0.8545
id = 622 , gt =100 , t1 =  49.6920 , t2 = 99.3840 . P-score = 0.5156 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.4969 , t2/gt = 0.9938
id = 623 , gt = 88 , t1 =  43.0664 , t2 = 86.1328 . P-score = 0.5797 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.4894 , t2/gt = 0.9788
id = 624 , gt =120 , t1 =  44.5515 , t2 = 46.1426 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0357 , t1/gt = 0.3713 , t2/gt = 0.3845
id = 625 , gt =120 , t1 =  43.0664 , t2 = 86.1328 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 0.3589 , t2/gt = 0.7178
id = 626 , gt =104 , t1 =  51.6797 , t2 =103.3594 . P-score = 0.5403 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.4969 , t2/gt = 0.9938
id = 627 , gt =104 , t1 =  51.6797 , t2 =103.3594 . P-score = 0.4844 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.4969 , t2/gt = 0.9938
id = 628 , gt =104 , t1 =  47.8516 , t2 = 51.6797 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0800 , t1/gt = 0.4601 , t2/gt = 0.4969
id = 629 , gt =104 , t1 =  46.1426 , t2 = 51.6797 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1200 , t1/gt = 0.4437 , t2/gt = 0.4969
id = 630 , gt =104 , t1 =  51.6797 , t2 = 75.9995 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4706 , t1/gt = 0.4969 , t2/gt = 0.7308
id = 631 , gt =104 , t1 =  51.6797 , t2 =103.3594 . P-score = 0.5053 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.4969 , t2/gt = 0.9938
id = 632 , gt =104 , t1 =  51.6797 , t2 =103.3594 . P-score = 0.4648 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.4969 , t2/gt = 0.9938
id = 633 , gt =104 , t1 =  51.6797 , t2 =103.3594 . P-score = 0.5877 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.4969 , t2/gt = 0.9938
